AirportID,Name,Latitude,Longitude
10985,Chaoyang Airport,41.53861111,120.43416667
10986,Chicago Metropolitan Area,41.87388889,-87.75555556
10987,Challis Airport,44.52361111,-114.21805556
10988,Teniente Jaime A. de Montreuil Morales,-9.14972222,-78.52361111
10990,Charlottesville Albemarle,38.13972222,-78.45222222
10991,Circle Hot Springs Airport,65.48583333,-144.61166667
10992,Souda,35.53166667,24.14972222
10993,Chateauroux Airport,46.81666667,1.7
10994,Charleston AFB/International,32.89861111,-80.04055556
10995,Chatham Islands Airport,-43.81194444,-176.46555556
10996,Chuathbaluk Airport,61.57916667,-159.21555556
10997,Jiayuguan,39.85972222,98.33833333
10998,Changuinola 1,9.42611111,-82.56277778
10999,Chiloquin State,42.57944444,-121.87888889
11000,Ciampino,41.79944444,12.595
11001,Catalina,33.405,-118.41583333
11002,Chico Municipal,39.79527778,-121.85833333
11003,The Eastern Iowa,41.88472222,-91.71083333
11004,Craig-Moffat,40.49527778,-107.52166667
11005,Changzhi Airport,36.18333333,113.1
11006,Cap Av Civ Anibal Arab Fadul International,-11.04083333,-68.78305556
11007,Chalkyitsik Airport,66.645,-143.74
11008,Council Airport,64.89666667,-163.70361111
11009,Arthur N Neu,42.04666667,-94.78861111
11010,Chipata Airport,-13.55805556,32.58694444
11011,Cairo Regional,37.06416667,-89.21944444
11013,Chippewa County International,46.25083333,-84.4725
11014,Chomley Airport,55.24777778,-132.32361111
11015,Canouan Airport,12.70083333,-61.345
11016,Capt. Jose A. Quinones Gonzales International,-6.7875,-79.82805556
11017,Comiso Airport,36.99527778,14.60777778
11018,Gen FAP Armando Revoredo Iglesias,-7.13916667,-78.48944444
11019,Coimbatore International,11.03166667,77.04472222
11020,El Loa,-22.5,-68.90305556
11021,Crafton Island Airport,60.50277778,-147.94027778
11023,Chitral Airport,35.88611111,71.8
11024,Abraham Gonzalez International,31.63638889,-106.42861111
11025,Jeju International,33.51222222,126.4925
11026,Clay Center Municipal,39.38722222,-97.15722222
11027,North Central West Virginia,39.29777778,-80.2275
11028,Crooked Creek Airport,61.86777778,-158.135
11029,Pearce Field,38.93472222,-122.62222222
11030,Jiangbei,29.725,106.65166667
11031,Fletcher Field,34.29972222,-90.51222222
11032,Cancun International,21.04222222,-86.87361111
11033,Carajas Airport,-6.11777778,-50.00333333
11034,Cordova Municipal,60.54361111,-145.72583333
11035,Outlaw Field,36.62194444,-87.415
11036,Chicken Airport,64.06666667,-141.95138889
11037,Conakry Airport,9.57694444,-13.61194444
11038,Comilla Airport,23.43722222,91.18972222
11039,Castlebar Airport,53.84861111,-9.28027778
11040,Clear Lake Metroport,29.55694444,-95.1375
11041,McClellan-Palomar,33.12833333,-117.28
11042,Cleveland-Hopkins International,41.40944444,-81.85472222
11043,Clear Mews,64.30166667,-149.11777778
11044,New Coalinga Municipal,36.16222222,-120.29472222
11045,Coolah Airport,-31.77333333,149.60944444
11046,Clintonville Municipal,44.61305556,-88.73083333
11047,Avram Iancu,46.78722222,23.68388889
11048,Clinton Regional,35.53833333,-98.93277778
11049,Easterwood Field,30.58861111,-96.36388889
11050,William R. Fairchild International,48.12027778,-123.49972222
11051,Carolina Airport,-7.33333333,-47.45
11052,Alfonso Bonilla Aragon International,3.54305556,-76.37805556
11053,Clarks Point Airport,58.83361111,-158.52944444
11054,Colima Airport,19.27694444,-103.5775
11055,Cliff Hatfield Memorial,33.13138889,-115.52138889
11056,Chehalis Centralia,46.67694444,-122.98277778
11057,Charlotte Douglas International,35.21361111,-80.94916667
11058,Columbus Municipal,39.26194444,-85.89638889
11059,Calvi Sainte Catherine,42.53083333,8.79305556
11060,Cunnamulla Airport,-28.03,145.62222222
11061,Bandaranaike International Colombo,7.18111111,79.88388889
11062,Cootamundra Airport,-34.62388889,148.02805556
11063,Ciudad del Carmen International,18.65194444,-91.79944444
11064,Chambery Aix Les Bains,45.63916667,5.88
11065,Corumba International,-19.01138889,-57.67055556
11066,John Glenn Columbus International,39.99694444,-82.89222222
11067,University of Illinois/Willard,40.03888889,-88.27777778
11068,Chi Mei Airport,23.21222222,119.41638889
11069,Carmelita Airport,17.45833333,-90.05333333
11070,Mohammed V International,33.3675,-7.59
11071,Colmar Houssen,48.11027778,7.35916667
11072,Cameta Airport,-2.24694444,-49.56027778
11073,Chimbu,-6.02388889,144.97083333
11074,Coromandel Airport,-36.78944444,175.50722222
11075,Ignacio Agramonte International,21.42027778,-77.8475
11076,Houghton County Memorial,47.16833333,-88.48916667
11077,Cananea Airport,30.98305556,-110.27444444
11078,Coonamble Airport,-30.98333333,148.37555556
11079,Coconut Island Airport,-10.05,143.06666667
11080,Rum Kogalniceanu,44.35,28.48333333
11081,Fremont County,38.42861111,-105.10694444
11082,Tancredo Neves International,-19.63361111,-43.96888889
11083,Blosser Municipal,39.54916667,-97.65222222
11084,Sindal Airport,57.50361111,10.22944444
11085,Cavern City Air Terminal,32.3375,-104.26333333
11086,Chino Airport,33.97472222,-117.63638889
11087,Corrientes Airport,-27.445,-58.76166667
11088,Chanaral Airport,-26.3325,-70.60722222
11089,Cairns International,-16.88583333,145.75527778
11090,TSTC Waco,31.63777778,-97.07416667
11091,Chiang Mai International,18.76833333,98.96277778
11092,Canyonlands Field,38.755,-109.75472222
11093,Marina Municipal,36.68166667,-121.76166667
11094,Tolemaida AB,4.24472222,-74.65
11095,Columbia Airport,38.03055556,-120.41444444
11096,Comodoro Pierrestegui,-31.29694444,-57.99666667
11097,Yellowstone Regional,44.52027778,-109.02388889
11098,Coeur d'Alene - Pappy Boyington Field,47.77444444,-116.81944444
11099,Patrick AFB,28.235,-80.61
11100,Mandinga,5.07916667,-76.66333333
11101,Cooch Behar Airport,26.33055556,89.46722222
11102,Coonabarabran Airport,-31.3325,149.26722222
11103,Cochin International,10.15111111,76.40055556
11104,Coll,56.60194444,-6.61777778
11105,Coleman Municipal,31.84111111,-99.40361111
11106,Concord Municipal,43.20277778,-71.50222222
11107,Card Bernardin Gadin de Cadjehoun International,6.35722222,2.38444444
11108,Ambrosio L. V. Taravella,-31.32361111,-64.20805556
11109,City of Colorado Springs Municipal,38.80583333,-104.70083333
11110,Cotulla-La Salle County,28.45583333,-99.21722222
11111,Columbia Regional,38.81722222,-92.21805556
11112,Coolawanyah Airport,-21.8,117.76666667
11113,Cape Palmas Airport,4.37916667,-7.69638889
11114,Capurgana Airport,8.6325,-77.35027778
11115,Aviador C. Campos,-40.07527778,-71.13722222
11116,Coober Pedy Airport,-29.04,134.72083333
11117,Ingeniero Alberto Acuna Ongay International,19.81666667,-90.50027778
11118,Kastrup,55.61805556,12.65583333
11119,Cape Rodney Airport,-10.18166667,148.37916667
11120,Chamonate,-27.29694444,-70.41388889
11121,Viracopos International,-23.0075,-47.13444444
11122,Casper/Natrona County International,42.90583333,-106.46361111
11123,Bi-State Parks,38.57138889,-90.15722222
11124,Cape Town International,-33.965,18.60166667
11125,Presidente Joao Suassuna,-7.27,-35.89638889
11126,Benjamin Rivera Noriega,18.31305556,-65.30388889
11127,Calais Dunkerque,50.96222222,1.95472222
11128,Glen-Aspen,39.38888889,-107.16
11130,Cheraw Municipal/Lynch Bellinger Field,34.71277778,-79.95694444
11131,Craiova Airport,44.31805556,23.88861111
11132,Collarenebri Airport,-29.52194444,148.58222222
11133,Cartago Airport,4.76666667,-75.93333333
11134,Comodoro Rivadavia Airport,-45.78527778,-67.46555556
11135,Grand Strand,33.81166667,-78.72388889
11136,Jacksonville Executive at Craig,30.33638889,-81.51444444
11137,Colonel Hill,22.74555556,-74.1825
11138,Diosdado Macapagal International,15.18611111,120.56027778
11139,Brussels South,50.46,4.45305556
11140,Corpus Christi International,27.77222222,-97.5025
11141,Caravelas Airport,-17.65222222,-39.25305556
11142,Ceres Airport,-29.87166667,-61.92694444
11143,C David Campbell Field-Corsicana Municipal,32.02805556,-96.40055556
11144,Lauriston,12.47611111,-61.47277778
11145,Crotone Airport,38.99722222,17.08027778
11146,Yeager,38.37583333,-81.59305556
11147,Roscoe Turner,34.915,-88.60361111
11148,Cresswell Downs Airport,-17.96666667,135.91666667
11149,Buckhorn Ranch,38.85194444,-106.93277778
11150,Columbus Airport,32.51638889,-84.93888889
11151,Casino Airport,-28.88277778,153.06694444
11152,Clinton Sherman,35.33972222,-99.20055556
11153,Carson,39.19222222,-119.7325
11154,Cape Spencer C.G. Helipad,58.19916667,-136.63888889
11155,Casuarito Airport,5.68194444,-67.64083333
11156,Cassilandia Airport,-19.14666667,-51.67694444
11157,Castaway Airport,-17.75,177.16666667
11158,Cape Sabine Airport,69.02694444,-163.85416667
11159,Crossville Memorial-Whitson Field,35.95138889,-85.085
11160,Huanghua,28.19166667,113.21972222
11161,Catania-Fontanarossa,37.46666667,15.06638889
11162,Cut Bank International,48.60833333,-112.37611111
11163,Catamarca Aeroclub,-28.44833333,-65.77972222
11164,Rafael Nunez,10.44194444,-75.51277778
11165,Chester County G. O. Carlson,39.97888889,-75.86555556
11166,Charleville Airport,-26.41333333,146.2625
11167,Chetumal International,18.505,-88.32805556
11168,Cooktown Airport,-15.44472222,145.18444444
11169,Calverton Executive Airpark,40.915,-72.79194444
11170,New Chitose,42.77527778,141.69222222
11171,Le Castellet Airport,43.2525,5.78527778
11172,Shuangliu,30.55638889,103.94527778
11173,Cottonwood Airport,34.73,-112.03527778
11174,Cortland County Chase Field,42.59277778,-76.215
11175,Cross City Airport,29.63555556,-83.10472222
11176,Jim Hamilton L. B. Owens,33.97055556,-80.99527778
11177,Camilo Daza,7.9275,-72.51166667
11178,Cuenca Airport,-2.86666667,-78.98333333
11179,Levaldigi,44.54694444,7.62333333
11180,Culiacan International,24.765,-107.47527778
11181,Cumana Airport,10.44777778,-64.19194444
11183,General Jose Francisco Bermudez,10.66,-63.26166667
11184,Coen Airport,-13.76194444,143.11666667
11185,Hato,12.18888889,-68.95972222
11186,Cutral-Co Airport,-38.93972222,-69.26472222
11187,General Roberto Fierro Villalobos International,28.70222222,-105.96305556
11188,Cube Cove Airport,57.94166667,-134.75
11189,Cue Airport,-27.44666667,117.91861111
11190,Teniente Alejandro Velasco Astete International,-13.53583333,-71.93888889
11191,Civic Arena H/P,40.48333333,-80.21666667
11192,Courchevel Airport,45.38722222,6.63444444
11193,Cincinnati/Northern Kentucky International,39.04888889,-84.66777778
11194,General Mariano Matamoros,18.83444444,-99.26166667
11195,Cape Vogel Airport,-9.67083333,150.01611111
11196,General Pedro Jose Mendez International,23.70333333,-98.95638889
11197,Clovis Municipal,34.42666667,-103.0775
11198,Corvallis Municipal,44.49722222,-123.28944444
11199,Carnarvon Airport,-24.88055556,113.67222222
11200,Cannon AFB,34.3825,-103.3225
11201,Coventry Airport,52.37055556,-1.47861111
11202,Charlevoix Municipal,45.30472222,-85.27527778
11203,Central Wisconsin,44.7775,-89.66666667
11204,Afonso Pena,-25.52555556,-49.17222222
11207,Clinton Municipal,41.83083333,-90.32888889
11208,Cardiff Airport,51.39666667,-3.34333333
11209,Center Island Airport,48.49,-122.83222222
11210,Cowra Airport,-33.84472222,148.64888889
11211,Caicara Venez.,7.61666667,-66.16666667
11212,Cox's Bazar Airport,21.45222222,91.96444444
11213,Chitina Airport,61.58333333,-144.42972222
11214,Coldfoot Airport,67.25222222,-150.20388889
11215,Coal Harbour Seaplane Base,49.3,-123.13333333
11216,Christmas Island Airport,1.98638889,-157.35
11217,Campo Dos Bugres,-29.19722222,-51.18777778
11218,Calexico International,32.6675,-115.5175
11219,Conroe North Houston Regional,30.35333333,-95.415
11220,Tunggul Wulung,-7.645,109.03388889
11222,Charters Towers Airport,-20.04305556,146.27305556
11223,Cat Cay Airport,25.55444444,-79.27527778
11224,Cayes,18.2725,-73.78777778
11225,Charles Kirkconnell International,19.68694444,-79.88277778
11226,Caye Chapel Airport,17.68361111,-88.045
11227,Chefornak Airport,60.13694444,-164.27916667
11229,Chiayi Airport,23.46361111,120.39055556
11230,Chatham Airport,57.51527778,-134.94444444
11231,Calbayog Airport,12.07694444,124.54777778
11232,Laguna de Los Patos International,-34.45638889,-57.77055556
11233,Cheyenne Regional/Jerry Olson Field,41.15555556,-104.81055556
11234,Yakataga,60.08083333,-142.49555556
11235,Cauayan Airport,16.92972222,121.75333333
11236,Chichen Itza International,20.64138889,-88.44611111
11237,Cruz Alta Airport,-28.64166667,-53.55833333
11238,Copper Center 2,61.94111111,-145.29416667
11240,Jose Leonardo Chirino,11.41472222,-69.68166667
11241,Cape Romanzof LRRS,61.78027778,-166.03861111
11242,Ranchito,18.38222222,-88.41083333
11243,Constantine/Ain El Bey,36.27694444,6.63
11244,Cozumel International,20.5225,-86.92555556
11245,Chisana Airport,62.07166667,-142.04944444
11246,Chistochina Airport,62.56222222,-144.6725
11247,Cape Pole Airport,55.965,-133.79333333
11248,Cruzeiro Do Sul Airport,-7.6,-72.76944444
11249,Las Brujas,9.3325,-75.28527778
11250,Czestochowy,50.88472222,19.20277778
11251,Benniu,31.92055556,119.77527778
11252,Daytona Beach International,29.18,-81.05805556
11253,Hazrat Shahjalal International,23.84333333,90.39777778
11254,Danang International,16.04416667,108.19944444
11255,Daet Airport,14.13055556,122.97916667
11256,Daup Airport,-4.73972222,145.9525
11257,Barstow/Daggett,34.85361111,-116.78666667
11258,Dakhla,25.41166667,29.00305556
11259,Dallas Love Field,32.84722222,-96.85166667
11260,Damascus International,33.41055556,36.51444444
11261,Danville Regional,36.5725,-79.33638889
11262,Julius Nyerere International,-6.87805556,39.2025
11263,Datong Airport,40.08333333,113.3
11264,Daru Airport,-9.08666667,143.20777778
11265,Enrique Malek International,8.38916667,-82.43638889
11266,Daxian Airport,31.3,107.5
11267,James M Cox/Dayton International,39.90222222,-84.21944444
11269,Al Alamain International,30.92444444,28.46138889
11271,Debre Marcos,10.31944444,37.74305556
11272,W H Bud Barron,32.56472222,-82.985
11273,Dubbo Airport,-32.21666667,148.57472222
11274,Dubuque Regional,42.40194444,-90.70944444
11275,Debre Tabor,11.88583333,38.00916667
11276,Dubrovnik Airport,42.56277778,18.26444444
11277,Dalby Airport,-27.15527778,151.26722222
11278,Ronald Reagan Washington National,38.85138889,-77.03777778
11279,Canefield,15.33694444,-61.39194444
11280,Dahl Creek Airport,66.9425,-156.89138889
11281,RAF Finningley,53.47444444,-1.00305556
11282,Pryor Field Regional,34.65416667,-86.94527778
11283,Dodge City Regional,37.76305556,-99.96555556
11284,Dorado Airport,18.46388889,-66.29333333
11285,Zweibruecken,49.20944444,7.40055556
11286,Dera Ghazi Khan International,29.96111111,70.48555556
11287,Debrecen Airport,47.48888889,21.61527778
11288,Decatur Airport,39.83444444,-88.86555556
11289,Decorah Municipal,43.27555556,-91.73944444
11290,Indira Gandhi International,28.55944444,77.09944444
11291,Dembi Dollo Airport,8.55416667,34.8575
11292,Denver International,39.86166667,-104.67305556
11294,Desroches Airport,-5.69666667,53.65583333
11295,Coleman A. Young Municipal,42.40944444,-83.01027778
11296,Al Jafrah/Deir Ezzor,35.28555556,40.17583333
11297,Defiance Memorial,41.3375,-84.42888889
11298,Dallas/Fort Worth International,32.89722222,-97.03777778
11299,Danger Bay Airport,58.13333333,-152.55
11301,Durango International,24.125,-104.52833333
11302,Dumaguete Airport,9.33416667,123.30194444
11303,Converse County,42.79722222,-105.38583333
11304,King Abdulaziz AB,26.2625,50.15305556
11306,Dhangadhi Airport,28.75527778,80.58333333
11307,Dhala Airport,13.7375,44.72916667
11308,Dothan Regional,31.32111111,-85.44944444
11309,Dalhart Municipal,36.0225,-102.5475
11311,Dibrugarh Airport,27.48361111,95.0175
11312,Arrachart,-12.34944444,49.29166667
11313,Zhongdian,27.79222222,99.67805556
11314,Dijon Longvic,47.26583333,5.095
11315,Dickinson - Theodore Roosevelt Regional,46.79722222,-102.80194444
11316,Presidente Nicolau Lobato International,-8.54638889,125.52472222
11317,Diomede Heliport,65.75861111,-168.95305556
11318,Aba Tenna Dejazmatch Yilma,9.62222222,41.85083333
11319,Dolisie Airport,-4.20611111,12.65972222
11320,Diu Airport,20.71361111,70.92361111
11321,Divo Airport,5.83333333,-5.36666667
11322,Diyarbakir Airport,37.89388889,40.20111111
11323,Paalmerah,-1.63472222,103.64166667
11324,Djerba Airport,33.87555556,10.77722222
11325,Tiska,24.29277778,9.4525
11326,Sentani,-2.57777778,140.5175
11327,Delta Junction Airport,64.05,-145.7225
11328,Daloa Airport,6.79277778,-6.47333333
11329,Kolding Vamdrup Airport,55.43638889,9.33083333
11330,Kyboola,-17.94166667,146.13666667
11331,Chautauqua County/Dunkirk,42.49388889,-79.27111111
11332,Leopold Sedar Senghor International,14.74,-17.49055556
11333,Douala Airport,4.00611111,9.71944444
11334,Zhoushuizi,38.96555556,121.53861111
11335,Laughlin AFB,29.35944444,-100.77805556
11336,Dillingham Airport,59.04472222,-158.50555556
11337,Duluth International,46.84194444,-92.19361111
11338,Lienkhang,11.74972222,108.37777778
11339,Dillon County,34.44916667,-79.36861111
11340,Dalaman Airport,36.71333333,28.79138889
11341,Dolomi Airport,55.12222222,-132.05
11342,Columbia Gorge Regional/The Dalles Municipal,45.61944444,-121.16833333
11343,Xiaguan,25.65,100.31888889
11344,Davis Monthan AFB,32.16638889,-110.88305556
11345,Domodedovo,55.40861111,37.90638889
11348,Deming Municipal,32.2625,-107.71888889
11349,Sedalia Regional,38.7075,-93.17583333
11350,Manipur Road,25.88388889,93.77361111
11351,Kadena AB,26.35555556,127.7675
11352,Dunbar Airport,-16.01083333,142.39055556
11353,Duncan Canal Airport,56.75694444,-133.22166667
11354,Dundee Airport,56.4525,-3.02583333
11355,Dallas North,33.07888889,-96.73833333
11357,Dnipropetrovsk International,48.35722222,35.10055556
11358,Daniel Field,33.46666667,-82.03944444
11359,Dalton Municipal,34.72305556,-84.87027778
11360,Dianopolis Airport,-11.59611111,-46.8475
11361,Deniliquin Airport,-35.55944444,144.94638889
11362,Dinard Pleurtuit Saint Malo,48.58777778,-2.08
11363,Vermilion Regional,40.19972222,-87.59555556
11365,Cardak,37.78555556,29.70138889
11366,Dodoma Airport,-6.17027778,35.74944444
11367,Dora Bay Airport,55.23333333,-132.21666667
11368,Dongola Airport,19.15388889,30.43
11369,Doha International,25.26111111,51.565
11370,Donetsk International,48.075,37.72555556
11371,Deauville Normandie,49.36527778,0.15444444
11372,Douglas Charles,15.54666667,-61.30138889
11373,Dos Lagunas Airport,17.69388889,-89.53111111
11374,Dourados Airport,-22.20194444,-54.92666667
11375,Dover AFB,39.12944444,-75.46583333
11376,Du Page County,41.91555556,-88.24666667
11377,Michael AAF,40.1975,-112.935
11378,Dipolog Airport,8.60138889,123.34166667
11379,Devonport Airport,-41.16972222,146.43027778
11380,Gusti Ngurah Rai International,-8.74833333,115.1675
11381,Badami,70.1375,-147.03055556
11382,Montijo Airport,38.705,-9.03777778
11383,Sebastian Municipal,27.81333333,-80.49555556
11384,Allen H Tigert,42.64861111,-111.58194444
11385,Holtville Airport,32.845,-115.26861111
11387,Springfield Robertson County,36.53666667,-86.92111111
11388,Alpine Airstrip,70.34416667,-150.94472222
11389,Colusa County,39.17888889,-121.99333333
11390,Dunn County Weydahl Field,47.39138889,-102.77194444
11391,Wheeler-Sack AAF,44.05583333,-75.71944444
11392,Lake Hood Strip,61.18666667,-149.96527778
11394,New Smyrna Beach Municipal,29.05555556,-80.94888889
11395,Delhi Municipal,32.41083333,-91.49861111
11396,Marshall Field,38.23638889,-89.35861111
11397,Cozad Municipal,40.86972222,-100.00416667
11398,Grand Canyon West,35.98611111,-113.81694444
11399,Grand Canyon Bar Ten Airstrip,36.25638889,-113.23083333
11400,Boscombe Down,51.15361111,-1.74083333
11401,Neets Bay,55.77888889,-131.60138889
11402,Glacier Point,59.1025,-135.38222222
11403,Hualapai,35.57222222,-113.2925
11404,Tsui River Airport,60.07472222,-143.08666667
11405,Cape Canaveral AFS Skid Strip,28.4675,-80.56666667
11406,Platinum Mine,58.91166667,-161.71388889
11407,Desert Rock,36.62,-116.03222222
11408,Derby Airport,-17.37,123.66055556
11409,Drummond Island Airport,46.00944444,-83.74388889
11410,Drift River Airport,60.58888889,-152.16194444
11411,Deering Airport,66.06916667,-162.76694444
11412,Dirranbandi Airport,-28.59166667,148.21666667
11413,Durango La Plata County,37.16388889,-107.74222222
11414,Dresden Airport,51.13444444,13.76805556
11415,Del Rio International,29.37416667,-100.92722222
11416,Drummond Airport,46.62083333,-113.205
11417,Darwin International,-12.41472222,130.87694444
11418,Doncaster Sheffield,53.47527778,-1.00416667
11419,La Desirade Airport,16.33333333,-61.01666667
11420,Dessie/Combolcha,11.0825,39.71166667
11421,Destin Executive,30.4,-86.47138889
11422,D. I. Khan,31.90944444,70.89666667
11423,Des Moines International,41.53416667,-93.6575
11424,Delta Municipal,39.38361111,-112.50222222
11425,Furnace Creek,36.46055556,-116.87972222
11427,Detroit Lakes-Wething Field,46.82527778,-95.88555556
11428,Dortmund Airport,51.51916667,7.61444444
11429,Shreveport Downtown,32.54027778,-93.745
11430,Denton Enterprise,33.20222222,-97.19805556
11431,Decatur,48.51,-122.80305556
11432,Detroit Metropolitan Area,42.31277778,-83.17861111
11433,Detroit Metro Wayne County,42.2125,-83.35333333
11434,Eaker Field,33.93333333,-96.4
11435,Dublin Airport,53.42138889,-6.27027778
11436,Halliburton Field,34.47138889,-97.95972222
11437,Dunedin Airport,-45.92916667,170.1975
11438,Dundo Airport,-7.40083333,20.81861111
11439,Pine Island,36.25361111,-75.78861111
11440,Bisbee Douglas International,31.46888889,-109.60388889
11441,DuBois Regional,41.17833333,-78.89861111
11442,Duncan,48.75472222,-123.70972222
11443,Louis Botha,-29.97,30.95
11444,Duesseldorf,51.28944444,6.76666667
11445,Unalaska Airport,53.89888889,-166.545
11446,Diavik Airport,64.51138889,-110.28972222
11447,Devils Lake Regional,48.11666667,-98.91
11448,Davenport Municipal,41.61027778,-90.58833333
11449,Francisco Bangoy International,7.12555556,125.64583333
11450,Phoenix - Deer Valley,33.68833333,-112.0825
11452,Yolo County,38.57944444,-121.85694444
11453,David Wayne Hooks Memorial,30.06166667,-95.55277778
11454,Walt Disney World,28.38361111,-81.55
11455,Dubai International,25.25138889,55.37055556
11456,Danbury Municipal,41.37166667,-73.48222222
11457,Hehua,29.10305556,110.44361111
11458,Ugolny,64.735,177.73833333
11459,Dyess AFB,32.42055556,-99.85472222
11460,Dushanbe Airport,38.54361111,68.82444444
11461,Dzaoudzi-Pamandzi,-12.80916667,45.28194444
11462,Durazno Airport,-33.36666667,-56.51666667
11463,Eagle Airport,64.77805556,-141.14972222
11464,Eagle Creek Strip,67.56222222,-162.97527778
11466,Nejran Airport,17.61111111,44.41861111
11467,Phifer Airfield,42.05611111,-104.93861111
11468,Kearney Regional,40.72694444,-99.00666667
11469,San Sebastian Airport,43.35638889,-1.79055556
11470,Pangborn Memorial,47.39888889,-120.20694444
11471,Chippewa Valley Regional,44.86583333,-91.48416667
11472,Marina Di Campo,42.76083333,10.23972222
11473,Entebbe International,0.04222222,32.44361111
11474,El Obeid Airport,13.15305556,30.23277778
11475,Esbjerg Airport,55.52583333,8.55333333
11476,Erbil International,36.23805556,43.94666667
11477,Saint Etienne Loire,45.53416667,4.29722222
11478,Iosco County,44.31277778,-83.42222222
11479,Elizabeth City CGAS/Regional,36.26055556,-76.17444444
11480,Ercan Airport,35.15527778,33.50138889
11481,Northwest Florida Beaches International,30.35833333,-85.79555556
11482,Mondell Field,43.88416667,-104.31444444
11483,Edwards County,29.94694444,-100.17388889
11484,Edna Bay Airport,55.93638889,-133.65555556
11486,Northeastern Regional,36.02777778,-76.56722222
11487,Elmendorf AFB,61.25138889,-149.80638889
11488,Edinburgh Airport,55.95361111,-3.35722222
11489,Eldoret Airport,0.53694444,35.28083333
11490,Edwards AFB,34.91805556,-117.87916667
11491,Needles Airport,34.76638889,-114.62333333
11492,Eek Airport,60.21361111,-162.04388889
11493,Dillant Hopkins,42.89833333,-72.27083333
11494,Eight Fathom Bight Airport,58.0,-135.73333333
11495,Ellington,29.60722222,-95.15861111
11496,Northeast Kingdom International,44.88805556,-72.22861111
11497,Argostolion,38.11861111,20.49972222
11498,Cairo West,30.11638889,30.91555556
11499,Jiyanklis AB,30.81944444,30.19166667
11500,Beni Suef Airport,29.20833333,31.01666667
11501,Chenega Airport,60.28333333,-148.08333333
11502,Bergerac Dordogne Perigord,44.82444444,0.51888889
11503,Eagle County Regional,39.64277778,-106.91583333
11504,Duke Field,30.64861111,-86.52194444
11505,Geneina Airport,13.48361111,22.4725
11506,Eagle Pass Municipal,28.70222222,-100.48055556
11507,Egilsstadir Airport,65.28333333,-14.40138889
11508,Wellington Municipal,37.32361111,-97.38833333
11510,Eagle River Union,45.93222222,-89.26833333
11511,Egegik Airport,58.18555556,-157.37555556
11512,Cape Newenham LRRS,58.64805556,-162.06305556
11513,Eagle Harbor Airport,57.41666667,-152.71666667
11514,Rentschler Heliport,41.75333333,-72.62833333
11515,Eia Airport,-8.10833333,147.625
11516,Eisenach Kindel,50.99222222,10.47611111
11517,Eielson AFB,64.66555556,-147.10138889
11518,Eindhoven Airport,51.45027778,5.37444444
11519,Terrance B Lettsome,18.44555556,-64.54138889
11520,Yariguies,7.02444444,-73.80694444
11521,Wedjh Airport,26.19861111,36.47611111
11522,Murray Field,40.80333333,-124.11277778
11523,Elkhart Municipal,41.71944444,-86.00333333
11524,Elkins-Randolph County-Jennings Randolph Field,38.88944444,-79.85722222
11525,Elko Regional,40.825,-115.79138889
11526,Addington Field,37.68611111,-85.925
11527,Bessemer Airport,33.3125,-86.92638889
11528,Eagle Lake Airport,29.60055556,-96.32194444
11529,El Banco Airport,9.04555556,-73.975
11530,Elcho Island Airport,-12.01944444,135.57055556
11531,South Arkansas Regional at Goodwin Field,33.22083333,-92.81333333
11532,El Fasher Airport,13.615,25.32472222
11533,El Golea Airport,30.57722222,2.86416667
11534,North Eleuthera Airport,25.47555556,-76.68138889
11535,Elim Airport,64.615,-162.27055556
11536,El Recreo Airport,2.0,-74.13333333
11537,Elmira/Corning Regional,42.15972222,-76.89194444
11538,Bowers Field,47.03305556,-120.53055556
11540,El Paso International,31.80722222,-106.37638889
11541,Prince Naif Bin Abdulaziz,26.30277778,43.77416667
11543,East London Airport,-33.03555556,27.82583333
11544,El Tor Airport,28.20916667,33.64555556
11545,Elfin Cove Seaplane Base,58.2,-136.31666667
11546,Ellamar Seaplane Base,60.89333333,-146.70833333
11547,Ely Airport/Yelland Field,39.29972222,-114.84194444
11548,East Midlands,52.83111111,-1.32805556
11549,Emerald Airport,-23.5675,148.17916667
11550,Emmonak Airport,62.78611111,-164.49083333
11551,Kemmerer Municipal,41.82416667,-110.55694444
11552,Nema Airport,16.62166667,-7.31833333
11553,Emporia Municipal,38.33055556,-96.19
11554,San Gabriel Valley,34.08611111,-118.03472222
11555,Kenai Municipal,60.57333333,-151.24472222
11556,Nancy Essey,48.69277778,6.23194444
11557,Vance AFB,36.33972222,-97.91722222
11558,Centralia Municipal,38.515,-89.09111111
11559,Nenana Municipal,64.54722222,-149.07388889
11560,Coronel Enrique Soto Cano AB,14.3825,-87.62111111
11561,Twente,52.27583333,6.8725
11562,Akanu Ibiam International,6.47361111,7.55888889
11563,Wendover Airport,40.71861111,-114.02861111
11564,Kenosha Regional,42.59555556,-87.92777778
11565,Olaya Herrera,6.22,-75.59055556
11566,Keokuk Municipal,40.46,-91.42861111
11567,Ephrata Municipal,47.30805556,-119.51694444
11569,Epinal Mirecourt,48.325,6.07
11570,Epena Airport,1.37305556,17.47361111
11571,Esperance Airport,-33.68444444,121.82277778
11572,Esquel Airport,-42.90388889,-71.13555556
11573,Erigavo Airport,10.64138889,47.38694444
11574,Erzincan Airport,39.71111111,39.52694444
11575,Berdyansk Airport,46.73333333,36.78333333
11576,Erfurt Weimar,50.97972222,10.95805556
